"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1NJGL0046","2020-03-19","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   20",",,N",,,,,,
"US1NJGL0046","2020-06-01","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N","    0",",,N",,,,
"US1NJGL0046","2020-06-02","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N","    0",",,N",,,,
"US1NJGL0046","2020-06-03","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  328",",,N",,,,,,
"US1NJGL0046","2020-06-04","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  107",",,N",,,,,,
"US1NJGL0046","2020-06-05","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  183",",,N",,,,,,
"US1NJGL0046","2020-06-06","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    5",",,N",,,,,,
"US1NJGL0046","2020-06-07","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-08","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-09","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-10","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-11","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  193",",,N",,,,,,
"US1NJGL0046","2020-06-12","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-13","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-14","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-15","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-16","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-17","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-18","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   58",",,N",,,,,,
"US1NJGL0046","2020-06-19","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0","T,,N",,,,,,
"US1NJGL0046","2020-06-20","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  772",",,N",,,,,,
"US1NJGL0046","2020-06-21","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-22","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-23","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-24","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-25","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-26","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-27","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    8",",,N",,,,,,
"US1NJGL0046","2020-06-28","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   13",",,N",,,,,,
"US1NJGL0046","2020-06-29","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-06-30","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-01","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   18",",,N",,,,,,
"US1NJGL0046","2020-07-02","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-03","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-04","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-05","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-06","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  218",",,N",,,,,,
"US1NJGL0046","2020-07-07","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-08","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-09","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-10","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US",,,"    0",",,N",,,,
"US1NJGL0046","2020-07-11","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-12","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-13","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   10",",,N",,,,,,
"US1NJGL0046","2020-07-14","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-15","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-16","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-17","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-18","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-19","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-20","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-21","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-22","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   84",",,N",,,,,,
"US1NJGL0046","2020-07-23","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    3",",,N",,,,,,
"US1NJGL0046","2020-07-24","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  216",",,N",,,,,,
"US1NJGL0046","2020-07-25","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-26","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0","T,,N",,,,,,
"US1NJGL0046","2020-07-27","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-28","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-29","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-07-30","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   79",",,N",,,,,,
"US1NJGL0046","2020-07-31","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   51",",,N",,,,,,
"US1NJGL0046","2020-08-01","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-08-02","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","    0",",,N",,,,,,
"US1NJGL0046","2020-08-03","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","   10",",,N",,,,,,
"US1NJGL0046","2020-08-04","39.726345","-75.09092","37.5","WASHINGTON TWP 1.7 SW, NJ US","  653",",,N",,,,,,
