"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1MILV0002","2008-07-01","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-02","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-03","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","  622",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-04","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-05","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-06","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-07","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","  102",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-08","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-09","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","   43",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-10","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-11","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-12","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-13","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    5",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-14","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-15","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-16","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-17","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","   97",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-18","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-19","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-20","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","  203",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-21","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-22","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","  130",",,N","    0",",,N",,,,
"US1MILV0002","2008-07-23","42.626864","-83.899035","282.9","HOWELL 2.2 ENE, MI US","    0",",,N","    0",",,N",,,,
