"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1FLVL0096","2019-07-20","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    8",",,N",,
"US1FLVL0096","2019-07-21","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-07-22","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    3",",,N",,
"US1FLVL0096","2019-07-23","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-07-25","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   94",",,N",,
"US1FLVL0096","2019-07-26","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  315",",,N",,
"US1FLVL0096","2019-07-27","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   46",",,N",,
"US1FLVL0096","2019-07-28","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-07-29","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   18",",,N",,
"US1FLVL0096","2019-07-30","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   41",",,N",,
"US1FLVL0096","2019-07-31","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-02","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  246",",,N",,
"US1FLVL0096","2019-08-03","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  216",",,N",,
"US1FLVL0096","2019-08-04","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-05","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-06","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-07","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  279",",,N",,
"US1FLVL0096","2019-08-08","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    8",",,N",,
"US1FLVL0096","2019-08-10","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   23",",,N",,
"US1FLVL0096","2019-08-11","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  361",",,N",,
"US1FLVL0096","2019-08-12","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  114",",,N",,
"US1FLVL0096","2019-08-13","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  434",",,N",,
"US1FLVL0096","2019-08-14","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  572",",,N",,
"US1FLVL0096","2019-08-15","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  170",",,N",,
"US1FLVL0096","2019-08-16","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  229",",,N",,
"US1FLVL0096","2019-08-18","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    8",",,N",,
"US1FLVL0096","2019-08-19","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-20","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-21","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-22","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-23","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   71",",,N",,
"US1FLVL0096","2019-08-24","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   61",",,N",,
"US1FLVL0096","2019-08-25","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-26","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-27","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","  312",",,N",,
"US1FLVL0096","2019-08-29","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-08-30","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-09-01","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-09-03","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","   41",",,N",,
"US1FLVL0096","2019-09-05","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    8",",,N",,
"US1FLVL0096","2019-09-06","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
"US1FLVL0096","2019-09-07","28.881855","-81.25563","20.1","DELTONA 4.4 SW, FL US","    0",",,N","    0",",,N"
