"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1NCDS0028","2022-09-14","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-15","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-16","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-19","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-20","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-21","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-22","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-26","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-27","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-28","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-09-29","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-03","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US",,,,,"    4",",,N","  508",",,N"
"US1NCDS0028","2022-10-04","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-05","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-06","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-07","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-10","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-11","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","   25",",,N",,,,,,
"US1NCDS0028","2022-10-12","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-13","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","   64",",,N",,,,,,
"US1NCDS0028","2022-10-14","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-17","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","   89",",,N",,,,,,
"US1NCDS0028","2022-10-19","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-20","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-21","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-26","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-10-27","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","   25",",,N",,,,,,
"US1NCDS0028","2022-10-28","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","    0",",,N","    0",",,N",,,,
"US1NCDS0028","2022-11-01","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","   81",",,N",,,,,,
"US1NCDS0028","2022-11-02","35.922589","-80.080998","260.3","THOMASVILLE 2.3 N, NC US","   25",",,N",,,,,,
