"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"US1SDBR0026","2012-03-24","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-03-25","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-03-26","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-03-27","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-03-28","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-03-29","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-03-30","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    8",",,N",,,,
"US1SDBR0026","2012-04-02","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-03","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","   18",",,N",,,,
"US1SDBR0026","2012-04-04","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-05","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-06","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-07","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-09","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-10","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-11","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-12","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-13","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","  165",",,N",,,,
"US1SDBR0026","2012-04-14","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","   89",",,N",,,,
"US1SDBR0026","2012-04-15","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","  191",",,N",,,,
"US1SDBR0026","2012-04-16","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","  122",",,N",,,,
"US1SDBR0026","2012-04-17","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-18","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","   38",",,N",,,,
"US1SDBR0026","2012-04-19","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    5",",,N",,,,
"US1SDBR0026","2012-04-20","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    3",",,N",,,,
"US1SDBR0026","2012-04-21","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","   28",",,N",,,,
"US1SDBR0026","2012-04-24","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-25","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-26","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-04-27","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","  142",",,N",,,,
"US1SDBR0026","2012-04-28","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","  127",",,N",,,,
"US1SDBR0026","2012-04-29","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","   23",",,N",,,,
"US1SDBR0026","2012-04-30","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    5",",,N",,,,
"US1SDBR0026","2012-05-01","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    3",",,N",,,,
"US1SDBR0026","2012-05-02","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    0",",,N","    0",",,N",,
"US1SDBR0026","2012-05-03","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    8",",,N",,,,
"US1SDBR0026","2012-05-04","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","    5",",,N",,,,
"US1SDBR0026","2012-05-05","45.54795","-98.517889","409.3","ABERDEEN 5.8 NNW, SD US","  124",",,N",,,,
