"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1TXWM0228","2016-08-21","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","  185",",,N",,,,,,,,
"US1TXWM0228","2016-08-22","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","   28",",,N",,,,,,,,
"US1TXWM0228","2016-08-23","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","  117",",,N",,,,,,,,
"US1TXWM0228","2016-08-24","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-08-25","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-08-26","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-08-27","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-08-28","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-08-29","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","   43",",,N",,,,,,,,
"US1TXWM0228","2016-08-30","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","   33",",,N",,,,,,,,
"US1TXWM0228","2016-08-31","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-01","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-02","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-03","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-04","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-05","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","   97",",,N",,,,,,,,
"US1TXWM0228","2016-09-06","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0","T,,N",,,,,,,,
"US1TXWM0228","2016-09-07","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-08","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-09","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-10","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-11","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-12","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-13","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-14","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-15","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-16","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-17","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-18","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-19","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-20","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-21","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-22","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-23","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-26","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US",,,,,,,"    3",",,N","  277",",,N"
"US1TXWM0228","2016-09-27","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-28","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-29","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-09-30","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-01","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-02","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-03","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-04","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-05","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-06","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-07","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-08","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-09","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-10","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-11","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-12","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-13","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    0",",,N","    0",",,N",,,,,,
"US1TXWM0228","2016-10-14","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","    5",",,N",,,,,,,,
"US1TXWM0228","2016-10-15","30.809715","-97.596093","261.5","JARRELL 1.2 SSE, TX US","   20",",,N",,,,,,,,
