"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1PAAL0006","2008-05-06","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-07","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-08","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   74",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-09","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  112",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-10","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  302",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-11","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    8",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-12","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  132",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-13","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    8",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-14","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    3",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-16","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   79",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-17","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   25",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-18","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   81",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-19","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   46",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-20","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-21","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   23",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-22","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   33",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-23","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    3",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-25","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-26","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-27","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   56",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-28","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    8",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-30","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-05-31","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   69",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-01","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   25",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-02","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0","T,,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-03","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-04","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  147",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-05","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   81",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-07","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-08","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-12","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-14","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  442",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-15","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  170",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-17","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   46",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-19","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-20","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    8",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-21","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   20",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-22","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   33",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-23","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   71",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-24","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   20",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-25","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-26","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  107",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-27","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   20",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-28","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    5",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-29","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  160",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-06-30","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  231",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-01","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   74",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-02","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0","T,,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-03","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-04","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-05","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   10",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-06","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-07","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-08","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","  109",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-11","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","   97",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-13","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    5",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-14","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    5",",,N","    0",",,N",,,,,,,,,,
"US1PAAL0006","2008-07-15","40.382221","-80.187127","379.8","MCDONALD 2.5 ENE, PA US","    0",",,N","    0",",,N",,,,,,,,,,
