"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1MINW0010","2019-03-17","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,,
"US1MINW0010","2019-03-18","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,"    0",",,N"
"US1MINW0010","2019-03-19","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,,
"US1MINW0010","2019-03-20","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,,
"US1MINW0010","2019-03-21","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","   41",",,N","   13",",,N",,,,,,,,,,
"US1MINW0010","2019-03-22","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0","T,,N",,,,,,,,,,
"US1MINW0010","2019-03-23","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,,
"US1MINW0010","2019-03-24","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,,
"US1MINW0010","2019-03-25","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,,
"US1MINW0010","2019-03-26","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N",,,,,,,,,,
"US1MINW0010","2019-03-27","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N",,,,,,,,,,,,
"US1MINW0010","2019-03-28","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N",,,,,,,,,,,,
"US1MINW0010","2019-03-29","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N",,,,,,,,,,,,
"US1MINW0010","2019-03-30","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","   53",",,N",,,,,,,,,,,,
"US1MINW0010","2019-03-31","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0","T,,N",,,,,,,,,,,,
"US1MINW0010","2019-04-01","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    5",",,N","    0",",,N","    0",",,N",,,,,,,,
"US1MINW0010","2019-04-02","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    3",",,N",,,,,,,,,,,,
"US1MINW0010","2019-04-03","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","   18",",,N",,,,,,,,,,,,
"US1MINW0010","2019-04-04","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N","    0",",,N",,,,,,,,
"US1MINW0010","2019-04-05","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","   13",",,N","    0",",,N","    0",",,N",,,,,,,,
"US1MINW0010","2019-04-06","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N","    0",",,N","    0",",,N",,,,,,,,
"US1MINW0010","2019-04-07","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0",",,N",,,,,,,,,,,,
"US1MINW0010","2019-04-08","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","  104",",,N","    0",",,N","    0",",,N",,,,,,,,
"US1MINW0010","2019-04-09","43.525879","-85.584618","260.9","WHITE CLOUD 9.6 E, MI US","    0","T,,N",,,,,,,,,,,,
