"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1DENC0008","2009-09-01","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-02","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-03","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-04","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-05","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-06","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-07","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-09","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   10",",,N",,,,,,,,
"US1DENC0008","2009-09-10","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  102",",,N",,,,,,,,
"US1DENC0008","2009-09-11","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US"," 1207",",,N",,,,,,,,
"US1DENC0008","2009-09-12","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   20",",,N",,,,,,,,
"US1DENC0008","2009-09-13","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    8",",,N",,,,,,,,
"US1DENC0008","2009-09-15","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-17","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  102",",,N",,,,,,,,
"US1DENC0008","2009-09-21","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-09-24","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   25",",,N",,,,,,,,
"US1DENC0008","2009-09-27","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  320",",,N",,,,,,,,
"US1DENC0008","2009-09-28","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   58",",,N",,,,,,,,
"US1DENC0008","2009-09-30","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-10-07","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   13",",,N",,,,,,,,
"US1DENC0008","2009-10-16","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  135",",,N",,,,,,,,
"US1DENC0008","2009-10-17","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  104",",,N",,,,,,,,
"US1DENC0008","2009-10-18","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  246",",,N",,,,,,,,
"US1DENC0008","2009-10-25","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  335",",,N",,,,,,,,
"US1DENC0008","2009-11-01","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  465",",,N",,,,,,,,
"US1DENC0008","2009-11-02","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-11-03","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-11-07","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-11-12","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  241",",,N",,,,,,,,
"US1DENC0008","2009-11-13","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  160",",,N",,,,,,,,
"US1DENC0008","2009-11-30","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US",,,,,,,"   12",",,N","  528",",,N"
"US1DENC0008","2009-12-01","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   25",",,N",,,,,,,,
"US1DENC0008","2009-12-02","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2009-12-03","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  254",",,N",,,,,,,,
"US1DENC0008","2010-03-13","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  351",",,N",,,,,,,,
"US1DENC0008","2010-03-14","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   76",",,N",,,,,,,,
"US1DENC0008","2010-03-15","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  201",",,N",,,,,,,,
"US1DENC0008","2010-03-16","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-03-17","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-03-18","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-03-19","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-03-21","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   28",",,N",,,,,,,,
"US1DENC0008","2010-03-23","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   28",",,N",,,,,,,,
"US1DENC0008","2010-03-24","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","   76",",,N",,,,,,,,
"US1DENC0008","2010-03-29","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  330",",,N",,,,,,,,
"US1DENC0008","2010-03-30","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  333",",,N",,,,,,,,
"US1DENC0008","2010-03-31","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","  267",",,N",,,,,,,,
"US1DENC0008","2010-04-01","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-04-02","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-04-03","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-04-04","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
"US1DENC0008","2010-04-05","39.490763","-75.692837","17.1","MIDDLETOWN 3.0 NNE, DE US","    0",",,N","    0",",,N",,,,,,
