"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1MNMW0021","2022-07-09","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-14","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","   36",",,N",,,,,,,,
"US1MNMW0021","2024-03-15","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    3",",,N",,,,,,,,
"US1MNMW0021","2024-03-16","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-17","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-18","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-19","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-20","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-21","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-22","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","   38",",,N","   48",",,N","   48",",,N",,,,
"US1MNMW0021","2024-03-23","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-24","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","   30",",,N","   38",",,N","   38",",,N",,,,
"US1MNMW0021","2024-03-25","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","  282",",,N",,,"   76",",,N",,,,
"US1MNMW0021","2024-03-26","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","  246",",,N",,,"   13",",,N",,,,
"US1MNMW0021","2024-03-27","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    8",",,N",,,"   13",",,N",,,,
"US1MNMW0021","2024-03-28","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-29","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-30","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-03-31","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-04-01","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
"US1MNMW0021","2024-04-02","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","  140",",,N","    3",",,N",,,,,,
"US1MNMW0021","2024-04-03","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","   23",",,N","    8",",,N",,,,,,
"US1MNMW0021","2024-04-04","43.6518627","-92.9786324","363.6","AUSTIN 1.4 S, MN US","    0",",,N","    0",",,N",,,,,,
