"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1ORLA0147","1999-04-11","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-09","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   53",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-10","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","  112",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-12","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    5",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-13","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","  102",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-14","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   99",",,N","    0","T,,N",,,,,,,"   25",",,N"
"US1ORLA0147","2009-04-16","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-17","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   13",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-18","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   10",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-19","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-21","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-22","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-23","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-24","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-25","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-26","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    5",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-27","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-04-28","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   10",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-29","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   66",",,N",,,,,,,,,,
"US1ORLA0147","2009-04-30","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   38",",,N",,,,,,,,,,
"US1ORLA0147","2009-05-01","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-02","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   56",",,N",,,,,,,,,,
"US1ORLA0147","2009-05-04","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   23",",,N",,,,,,,,,,
"US1ORLA0147","2009-05-05","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","  282",",,N",,,,,,,,,,
"US1ORLA0147","2009-05-06","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   76",",,N",,,,,,,,,,
"US1ORLA0147","2009-05-17","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-18","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-19","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   30",",,N",,,,,,,,,,
"US1ORLA0147","2009-05-20","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    5",",,N",,,,,,,,,,
"US1ORLA0147","2009-05-21","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-22","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-23","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-24","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-25","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-26","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-27","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-28","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-29","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-30","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-05-31","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-06-01","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-06-02","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    5",",,N",,,,,,,,,,
"US1ORLA0147","2009-06-03","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   71",",,N",,,,,,,,,,
"US1ORLA0147","2009-06-04","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   41",",,N",,,,,,,,,,
"US1ORLA0147","2009-06-05","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","  152",",,N",,,,,,,,,,
"US1ORLA0147","2009-06-06","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    3",",,N",,,,,,,,,,
"US1ORLA0147","2009-06-07","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-06-08","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-04","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-05","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-06","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-07","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-08","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-09","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-10","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   13",",,N",,,,,,,,,,
"US1ORLA0147","2009-07-11","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-13","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","   28",",,N",,,,,,,,,,
"US1ORLA0147","2009-07-14","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
"US1ORLA0147","2009-07-15","43.690569","-123.058432","262.1","COTTAGE GROVE 7.4 S, OR US","    0",",,N","    0",",,N",,,,,,,,
