"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1UTSL0029","2008-07-08","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-09","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-10","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-11","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-12","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-13","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-14","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-15","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-16","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-17","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-18","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-19","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-20","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-21","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0","T,,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-22","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-23","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0","T,,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-24","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-25","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-26","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-27","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-28","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-29","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-30","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-07-31","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-01","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-02","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-03","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-04","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-05","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-06","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-07","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-08","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-09","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","   13",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-10","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
"US1UTSL0029","2008-08-11","40.777261","-111.729849","1725.8","SALT LAKE CITY 8.3 ENE, UT US","    0",",,N","    0",",,N",,,,,,
