"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1TXWO0019","2008-07-01","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-02","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-03","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","   13",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-04","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-05","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","  127",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-06","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    3",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-07","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","   10",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-08","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","   51",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-09","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","   61",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-10","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-11","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-13","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-14","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-15","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-16","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-17","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-18","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-19","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-20","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-21","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-22","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-23","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-24","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","  315",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-25","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-26","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-27","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-28","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-30","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-07-31","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-01","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-02","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-03","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-04","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-05","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","  140",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-06","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-07","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-08","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-09","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-10","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-11","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-12","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    3",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-13","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-14","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-15","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    8",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-16","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-18","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","  127",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-19","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","  152",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-20","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","   25",",,N","    0",",,N",,,,
"US1TXWO0019","2008-08-21","29.213659","-98.183283","143.3","FLORESVILLE 5.5 NNW, TX US","    0",",,N","    0",",,N",,,,
