"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1WIPC0004","2010-04-28","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    0",",,N","    0",",,N",,,,,,
"US1WIPC0004","2010-04-29","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    0",",,N","    0",",,N",,,,,,
"US1WIPC0004","2010-04-30","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","   76",",,N",,,,,,,,
"US1WIPC0004","2010-05-01","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","   41",",,N",,,,,,,,
"US1WIPC0004","2010-05-02","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    0",",,N","    0",",,N",,,,,,
"US1WIPC0004","2010-05-03","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    0",",,N","    0",",,N",,,,,,
"US1WIPC0004","2010-05-04","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","   13",",,N",,,,,,,,
"US1WIPC0004","2010-05-05","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    8",",,N",,,,,,,,
"US1WIPC0004","2010-05-06","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    0","T,,N",,,,,,,,
"US1WIPC0004","2010-05-07","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","   10",",,N",,,,,,,,
"US1WIPC0004","2010-05-08","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","  147",",,N","    0",",,N","    0",",,N","    0",",,N","    0",",,N"
"US1WIPC0004","2010-05-09","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    3",",,N",,,,,,,,
"US1WIPC0004","2010-05-10","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","    0",",,N","    0",",,N",,,,,,
"US1WIPC0004","2010-05-11","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","   61",",,N",,,,,,,,
"US1WIPC0004","2010-05-12","44.826668","-92.57637","322.5","RIVER FALLS 3.0 SE, WI US","   23",",,N",,,,,,,,
