"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"US1ARNW0002","2010-03-22","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-03-23","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-03-24","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-03-25","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  191",",,N",,,,,,
"US1ARNW0002","2010-03-26","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    5",",,N",,,,,,
"US1ARNW0002","2010-03-27","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-03-28","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    8",",,N",,,,,,
"US1ARNW0002","2010-03-29","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-03-30","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-03-31","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-01","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-02","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-03","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","   18",",,N",,,,,,
"US1ARNW0002","2010-04-04","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-06","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-07","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    3",",,N",,,,,,
"US1ARNW0002","2010-04-11","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-13","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-15","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-16","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-17","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    3",",,N",,,,,,
"US1ARNW0002","2010-04-18","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    3",",,N",,,,,,
"US1ARNW0002","2010-04-19","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    5",",,N",,,,,,
"US1ARNW0002","2010-04-21","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-22","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-23","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-24","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    5",",,N",,,,,,
"US1ARNW0002","2010-04-25","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-26","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    5",",,N",,,,,,
"US1ARNW0002","2010-04-27","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-04-30","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-01","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  254",",,N",,,,,,
"US1ARNW0002","2010-05-02","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    8",",,N",,,,,,
"US1ARNW0002","2010-05-04","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-05","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-07","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-08","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-09","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-10","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  257",",,N",,,,,,
"US1ARNW0002","2010-05-11","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  274",",,N",,,,,,
"US1ARNW0002","2010-05-12","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-13","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-14","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    5",",,N",,,,,,
"US1ARNW0002","2010-05-15","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  381",",,N",,,,,,
"US1ARNW0002","2010-05-16","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  254",",,N",,,,,,
"US1ARNW0002","2010-05-17","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","   18",",,N",,,,,,
"US1ARNW0002","2010-05-19","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-20","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  264",",,N",,,,,,
"US1ARNW0002","2010-05-21","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-22","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-24","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-25","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-26","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","  267",",,N",,,,,,
"US1ARNW0002","2010-05-28","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-29","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-05-31","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    8",",,N",,,,,,
"US1ARNW0002","2010-06-01","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-02","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-06","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-07","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-09","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-20","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-23","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-24","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    0",",,N","    0",",,N",,,,
"US1ARNW0002","2010-06-27","36.02816667","-93.2148","497.4","JASPER 2.1 NW, AR US","    5",",,N",,,,,,
