"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"US1ILCK0351","2021-02-09","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N","  406",",,N",,,,,"  724",",,N"
"US1ILCK0351","2021-05-01","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-02","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-03","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    5",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-04","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","   30",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-05","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-06","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    8",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-07","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    3",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-08","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-09","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    5",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-10","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","   10",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-11","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    3",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-12","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-13","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-14","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-15","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-16","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0","T,,N",,,,,,,,,,
"US1ILCK0351","2021-05-17","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-18","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-19","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","   33",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-20","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","   15",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-21","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-22","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-23","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-24","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","   10",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-25","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-26","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","   94",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-27","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-28","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","   61",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-29","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","  124",",,N",,,,,,,,,,
"US1ILCK0351","2021-05-30","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-05-31","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-06-01","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-06-02","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-06-03","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-06-04","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-06-05","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-06-06","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
"US1ILCK0351","2021-06-07","42.018722","-88.062892","230.1","SCHAUMBURG 1.4 SE, IL US","    0",",,N","    0",",,N",,,,,,,,
