"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1DESS0037","2014-12-22","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2014-12-23","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   13",",,N",,
"US1DESS0037","2014-12-24","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","  193",",,N",,
"US1DESS0037","2014-12-25","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","  282",",,N",,
"US1DESS0037","2014-12-26","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   33",",,N",,
"US1DESS0037","2014-12-27","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2014-12-29","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   30",",,N",,
"US1DESS0037","2014-12-30","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2014-12-31","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-01","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-02","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-03","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-04","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   94",",,N",,
"US1DESS0037","2015-01-05","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-06","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-08","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-09","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-10","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-11","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-12","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    8",",,N",,
"US1DESS0037","2015-01-13","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   10",",,N",,
"US1DESS0037","2015-01-14","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","  127",",,N",,
"US1DESS0037","2015-01-15","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-16","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    5",",,N",,
"US1DESS0037","2015-01-17","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-18","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   25",",,N",,
"US1DESS0037","2015-01-19","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","  328",",,N",,
"US1DESS0037","2015-01-20","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-21","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-22","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","    0",",,N","    0",",,N"
"US1DESS0037","2015-01-23","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   46",",,N",,
"US1DESS0037","2015-01-24","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","  351",",,N",,
"US1DESS0037","2015-01-25","38.75708","-75.159119","6.1","LEWES 1.7 SSW, DE US","   15",",,N",,
