"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"USC00154580","2006-10-01","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-02","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-03","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-04","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-05","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-06","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-07","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-08","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-09","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-10","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-11","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-12","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-13","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-14","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-15","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-16","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","  165",",,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-17","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","  480",",,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-18","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-19","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","   74",",,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-20","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-21","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-22","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
"USC00154580","2006-10-23","37.1075","-88.97861","114.0","LA CENTER 2 N, KY US","    0","P,,0,0700","    0","P,,0","    0","P,,0"
