"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1FLMA0022","2016-05-30","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","    0","T,,N",,,,,,
"US1FLMA0022","2016-06-09","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   20",",,N",,,,,,
"US1FLMA0022","2016-06-10","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","  226",",,N",,,,,,
"US1FLMA0022","2016-06-20","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","  102",",,N",,,,,,
"US1FLMA0022","2016-06-25","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   71",",,N",,,,,,
"US1FLMA0022","2016-06-26","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   66",",,N",,,,,,
"US1FLMA0022","2016-06-27","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","  137",",,N",,,,,,
"US1FLMA0022","2016-07-01","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   69",",,N",,,,,,
"US1FLMA0022","2016-07-03","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   15",",,N",,,,,,
"US1FLMA0022","2016-07-07","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   94",",,N",,,,,,
"US1FLMA0022","2016-07-13","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","  102",",,N",,,,,,
"US1FLMA0022","2016-07-14","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   56",",,N",,,,,,
"US1FLMA0022","2016-07-15","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","  191",",,N",,,,,,
"US1FLMA0022","2016-07-17","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   30",",,N",,,,,,
"US1FLMA0022","2016-07-18","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   13",",,N",,,,,,
"US1FLMA0022","2016-07-19","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","    0","T,,N",,,,,,
"US1FLMA0022","2016-07-20","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","   18",",,N",,,,,,
"US1FLMA0022","2016-07-21","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMA0022","2016-07-22","27.562194","-82.483024","9.4","PALMETTO 6.4 ENE, FL US","    0","T,,N",,,,,,
