"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1NCCM0034","2011-04-05","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","   99",",,N",,,,,,,,
"US1NCCM0034","2011-04-06","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","   15",",,N",,,,,,,,
"US1NCCM0034","2011-04-07","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-08","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-09","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","   10",",,N",,,,,,,,
"US1NCCM0034","2011-04-10","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","   30",",,N",,,,,,,,
"US1NCCM0034","2011-04-11","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-12","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-13","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    8",",,N",,,,,,,,
"US1NCCM0034","2011-04-14","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-15","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-16","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-17","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","  135",",,N",,,,,,,,
"US1NCCM0034","2011-04-18","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-19","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-20","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-21","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
"US1NCCM0034","2011-04-22","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","   33",",,N",,,,,,,,
"US1NCCM0034","2011-04-23","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","   89",",,N",,,,,,,,
"US1NCCM0034","2011-04-25","34.87271667","-78.88165","46.3","HOPE MILLS 8.0 SSE, NC US","    0",",,N","    0",",,N",,,,,,
