"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"US1CALA0133","2023-07-01","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-02","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-03","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-04","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-05","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-06","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-07","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N",,,,,,,,,,
"US1CALA0133","2023-07-08","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-09","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-10","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-11","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-12","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-13","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-14","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-15","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-16","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-17","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-18","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-19","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-20","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-21","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-22","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-23","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-24","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-25","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-26","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-27","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-28","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-29","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-30","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-07-31","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
"US1CALA0133","2023-08-01","33.9767","-117.8357","223.4","DIAMOND BAR 2.0 SW, CA US","    0",",,N","    0",",,N",,,,,,,,
