"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1TXLN0002","2008-04-01","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-02","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-03","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-04","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-05","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-06","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-07","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-08","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-09","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-10","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-11","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","   15",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-12","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
"US1TXLN0002","2008-04-13","31.546214","-95.927638","114.9","OAKWOOD 5.2 WSW, TX US","    0",",,N","    0",",,N",,,,
