"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1TXEP0022","2008-01-18","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-01-23","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-02-05","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","   71",",,N","    0",",,N"
"US1TXEP0022","2008-02-08","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-02-11","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-02-15","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-02-22","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-02-25","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-03","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-07","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-10","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-14","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-18","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-20","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-24","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-03-28","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-04-01","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-04-04","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-04-07","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-04-14","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-04-21","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-04-25","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
"US1TXEP0022","2008-04-28","31.4246","-106.064417","1089.1","FABENS 7.8 SE, TX US","    0",",,N","    0",",,N"
