"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1PAWT0048","2018-12-16","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","  107",",,N",,,,,,,,
"US1PAWT0048","2018-12-17","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    5",",,N",,,,,,,,
"US1PAWT0048","2018-12-18","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2018-12-19","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2018-12-20","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2018-12-21","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","  119",",,N",,,,,,,,
"US1PAWT0048","2018-12-22","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","  175",",,N",,,,,,,,
"US1PAWT0048","2018-12-23","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    3",",,N",,,,,,,,
"US1PAWT0048","2018-12-24","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","   30",",,N",,,,,,,,
"US1PAWT0048","2018-12-25","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N",,,,,,,,
"US1PAWT0048","2018-12-26","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2018-12-27","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2018-12-28","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","  102",",,N",,,,,,,,
"US1PAWT0048","2018-12-29","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    3",",,N",,,,,,,,
"US1PAWT0048","2018-12-30","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2018-12-31","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2019-01-01","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","  163",",,N",,,,,,,,
"US1PAWT0048","2019-01-02","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2019-01-03","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2019-01-05","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","   84",",,N",,,,,,,,
"US1PAWT0048","2019-01-06","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N",,,,,,
"US1PAWT0048","2019-01-07","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N",,,,,,,,
"US1PAWT0048","2019-01-09","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","   56",",,N","    0","T,,N",,,,,,
"US1PAWT0048","2019-01-10","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    8",",,N","    3",",,N","    3",",,N",,,,
"US1PAWT0048","2019-01-11","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    5",",,N","   13",",,N","   13",",,N",,,,
"US1PAWT0048","2019-01-12","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N","    0",",,N","    0","T,,N",,,,
"US1PAWT0048","2019-01-13","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","   20",",,N","   25",",,N","   25",",,N",,,,
"US1PAWT0048","2019-01-14","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    8",",,N","    0","T,,N","   13",",,N",,,,
"US1PAWT0048","2019-01-15","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N",,,"    0","T,,N",,,,
"US1PAWT0048","2019-01-16","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0","T,,N","    0","T,,N","    0","T,,N",,,,
"US1PAWT0048","2019-01-17","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0","T,,N","    0","T,,N","    0","T,,N",,,,
"US1PAWT0048","2019-01-18","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","   18",",,N","   25",",,N","   25",",,N",,,,
"US1PAWT0048","2019-01-19","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0","T,,N","    0","T,,N",,,,,,
"US1PAWT0048","2019-01-20","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","  216",",,N","    3",",,N","    3",",,N",,,,
"US1PAWT0048","2019-01-21","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    8",",,N","    0","T,,N","   13",",,N",,,,
"US1PAWT0048","2019-01-22","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0","T,,N","    0","T,,N","    0",",,N",,,,
"US1PAWT0048","2019-01-23","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N",,,,,,,,
"US1PAWT0048","2019-01-24","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","  241",",,N",,,,,,,,
"US1PAWT0048","2019-01-25","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","   74",",,N","    5",",,N","    5",",,N",,,,
"US1PAWT0048","2019-01-26","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    5",",,N","    3",",,N","   13",",,N",,,,
"US1PAWT0048","2019-01-27","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    3",",,N","    0","T,,N","    0","T,,N",,,,
"US1PAWT0048","2019-01-28","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    0",",,N",,,,,,,,
"US1PAWT0048","2019-01-29","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","   10",",,N",,,,,,,,
"US1PAWT0048","2019-01-30","40.24618","-79.434939","348.1","LATROBE 5.3 SSW, PA US","    8",",,N","   13",",,N","   13",",,N",,,,
