"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1WYSH0052","2019-10-09","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    8",",,N","    3",",,N","    3",",,N",,,,,"    8",",,N","    8",",,N"
"US1WYSH0052","2019-10-10","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    5",",,N","    8",",,N","    0","T,,N",,,,,"    0","T,,N","    5",",,N"
"US1WYSH0052","2019-10-11","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-12","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-13","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-14","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-15","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-16","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-17","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-18","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","   10",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-19","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-20","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-21","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","   23",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-22","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","    0",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
"US1WYSH0052","2019-10-23","44.68553","-107.00494","1270.1","BIG HORN 0.7 WNW, WY US","   38",",,N","    0",",,N","    0",",,N",,,,,"    0",",,N","    0",",,N"
