fips,state,county,start_time,duration,min_customers,max_customers,mean_customers,end_time,event_id,state_event,datetime_event_began,datetime_restoration,event_type,year,utility_type,pop_density,rucc_code,land_area_sqmi
41005,Oregon,Clackamas,2014-12-11 22:45:00,28.75,277.0,16903.0,5322.686956521739,2014-12-13 03:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,224.26395729630508,1,1879.040239369498
41047,Oregon,Marion,2014-12-11 21:30:00,27.0,203.0,10258.0,3491.324074074074,2014-12-13 00:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,290.9848970219874,2,1188.790220867929
41051,Oregon,Multnomah,2014-12-11 23:00:00,44.0,267.0,15143.0,5264.392045454545,2014-12-13 19:00:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,unknown,1757.211867149745,1,464.0464904910133
41051,Oregon,Multnomah,2014-12-14 08:00:00,10.0,234.0,396.0,306.2,2014-12-14 18:00:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,unknown,1757.211867149745,1,464.0464904910133
41053,Oregon,Polk,2014-12-11 22:00:00,12.5,223.0,1380.0,812.16,2014-12-12 10:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,117.776847139022,2,742.3615262581737
41067,Oregon,Washington,2014-12-11 22:45:00,43.75,214.0,40174.0,8418.171428571428,2014-12-13 18:30:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,826.3591455726832,1,726.5267205143961
41067,Oregon,Washington,2014-12-14 12:30:00,2.75,219.0,219.0,219.0,2014-12-14 15:15:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,826.3591455726832,1,726.5267205143961
41071,Oregon,Yamhill,2014-12-11 22:00:00,22.75,433.0,3537.0,1591.5824175824175,2014-12-12 20:45:00,Oregon-3,Oregon,2014-12-11 16:05:00,2014-12-11 21:00:00,Severe Weather- High Winds,2014,iou,150.52104663129833,1,715.6607159652915
48141,Texas,El Paso,2014-11-24 15:45:00,1.0,1141.0,1901.0,1710.5,2014-11-24 16:45:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,852.8691496210137,2,1014.9939183339776
48165,Texas,Gaines,2014-11-24 03:00:00,0.25,383.0,383.0,383.0,2014-11-24 03:15:00,Texas-0,Texas,2014-11-24 00:00:00,2014-11-24 00:00:00,Fuel Supply Emergency - Coal,2014,coop,14.367062670519012,6,1503.29963022426
53033,Washington,King,2014-11-11 18:30:00,6.75,433.0,5797.0,1604.6296296296296,2014-11-12 01:15:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-11-12 07:00:00,1.75,349.0,349.0,349.0,2014-11-12 08:45:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-11-12 16:15:00,8.75,265.0,4432.0,767.1714285714286,2014-11-13 01:00:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-11-14 19:15:00,6.25,522.0,868.0,605.64,2014-11-15 01:30:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,unknown,1037.2113879143997,1,2188.247281553483
53063,Washington,Spokane,2014-11-11 20:00:00,2.25,226.0,363.0,261.0,2014-11-11 22:15:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2014-11-11 22:45:00,8.75,210.0,227.0,222.7428571428572,2014-11-12 07:30:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2014-11-13 07:45:00,0.5,236.0,236.0,236.0,2014-11-13 08:15:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2014-11-13 18:15:00,3.0,226.0,230.0,227.3333333333333,2014-11-13 21:15:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,iou,303.7325225560554,2,1775.703818152902
53075,Washington,Whitman,2014-11-13 17:30:00,0.25,332.0,332.0,332.0,2014-11-13 17:45:00,Washington-0,Washington,2014-11-11 18:00:00,2014-11-14 15:00:00,Severe Weather - Wind,2014,iou,22.085865459586355,4,2172.113204609664
6019,California,Fresno,2015-07-01 15:30:00,0.5,714.0,714.0,714.0,2015-07-01 16:00:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,iou,167.74746371039902,1,6012.931448795857
6029,California,Kern,2015-07-01 17:15:00,1.5,350.0,350.0,350.0,2015-07-01 18:45:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,iou,111.34061554545023,2,8166.247290314666
6029,California,Kern,2015-07-02 00:00:00,0.75,662.0,676.0,666.6666666666666,2015-07-02 00:45:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,iou,111.34061554545023,2,8166.247290314666
6037,California,Los Angeles,2015-06-30 15:00:00,1.25,278.0,5486.0,3273.6,2015-06-30 16:15:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 16:30:00,0.25,6350.0,6350.0,6350.0,2015-06-30 16:45:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 17:00:00,0.25,6499.0,6499.0,6499.0,2015-06-30 17:15:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 17:30:00,0.25,6516.0,6516.0,6516.0,2015-06-30 17:45:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 18:15:00,0.25,5964.0,5964.0,5964.0,2015-06-30 18:30:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 18:45:00,0.25,6001.0,6001.0,6001.0,2015-06-30 19:00:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 19:15:00,0.25,5093.0,5093.0,5093.0,2015-06-30 19:30:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 20:00:00,0.25,4996.0,4996.0,4996.0,2015-06-30 20:15:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-30 20:30:00,22.25,745.0,17688.0,9381.191011235956,2015-07-01 18:45:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-07-01 19:00:00,0.25,2819.0,2819.0,2819.0,2015-07-01 19:15:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-07-01 19:30:00,54.25,281.0,9079.0,2047.3225806451608,2015-07-04 01:45:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-07-04 02:00:00,1.5,926.0,1037.0,970.6666666666666,2015-07-04 03:30:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-07-04 03:45:00,8.0,236.0,813.0,317.6875,2015-07-04 11:45:00,California-11,California,2015-06-30 10:50:00,2015-07-01 21:00:00,Severe Weather,2015,unknown,2442.6225497112787,1,4099.695632951423
