station_id,timestamp,temperature,temperature_min,temperature_max,precipitation,wind_speed,humidity,pressure,latitude,longitude,elevation,station_name,month,hour,season,temperature_24h_delta,is_extreme_temperature,is_extreme_wind,is_extreme_precipitation,heat_wave_day,cold_snap_day,storm_day
S000,2023-01-01,20.71710671729172,15.724583045304854,25.709630389278587,0.0,1.038075939196352,57.03169492655845,1015.0248775438527,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,,False,False,False,0,0,0
S000,2023-01-02,24.455294491377423,20.640622355970272,28.269966626784573,5.141970735544455,3.516829276543892,20.68373620403385,1006.8109225058657,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,3.738187774085702,False,False,False,0,0,0
S000,2023-01-03,24.03888070182908,19.108367512825208,28.96939389083295,0.0,3.5199618905196957,67.6114045089711,1010.053176215279,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-0.4164137895483435,False,False,False,0,0,0
S000,2023-01-04,24.780308304974866,21.189484166866585,28.371132443083148,0.0,6.237382637731541,72.14430516070468,1010.1990947990151,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,0.7414276031457874,False,False,False,0,0,0
S000,2023-01-05,17.122490663042946,10.240425859332962,24.00455546675293,0.0,1.0706941232496825,28.439065744412513,1019.5273940357716,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-7.657817641931921,False,False,False,0,0,0
S000,2023-01-06,22.803281876494513,18.203033871341454,27.40352988164757,0.0,4.242337684053278,64.7810441052067,1023.4619363784273,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,5.680791213451567,False,False,False,0,0,0
S000,2023-01-07,26.610489845197204,19.848617198008803,33.372362492385605,0.0,1.09991057094604,68.59186131076726,1017.8755986670888,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,3.8072079687026914,False,False,False,0,0,0
S000,2023-01-08,22.810609843563746,18.05603478080335,27.56518490632414,0.7715382727105968,5.182736858834325,77.86116837043399,1014.0191136376374,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-3.7998800016334577,False,False,False,0,0,0
S000,2023-01-09,22.095262282993964,18.671073712568003,25.519450853419926,0.0,3.9690987565003533,76.44491715145764,1009.6788627834779,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-0.7153475605697821,False,False,False,0,0,0
S000,2023-01-10,27.84576477924327,24.42826119574993,31.263268362736614,0.0,9.252532094031713,44.021531464598716,1019.3556911299046,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,5.750502496249307,False,False,False,0,0,0
S000,2023-01-11,26.335455563917776,20.418611738431977,32.252299389403575,0.0,0.8206379711857046,31.195332105203182,1017.9175215317923,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-1.5103092153254956,False,False,False,0,0,0
S000,2023-01-12,24.57363594885814,16.727123270762647,32.42014862695363,0.0,1.7092902950256255,17.779352709902536,1012.4453403218524,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-1.7618196150596361,False,False,False,0,0,0
S000,2023-01-13,27.467505866662577,21.366842877654893,33.56816885567026,0.0,2.9424512581560496,67.94071859042293,1014.8123822940265,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,2.8938699178044374,False,False,False,0,0,0
S000,2023-01-14,22.10145830517786,14.546822382708648,29.656094227647074,0.0,4.7716161912055695,39.098155351068776,1012.6319444210404,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-5.3660475614847165,False,False,False,0,0,0
S000,2023-01-15,24.20823909459882,17.155472440689657,31.261005748507984,0.0,4.155937848124037,23.046545968918426,1014.3936151748533,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,2.1067807894209594,False,False,False,0,0,0
S000,2023-01-16,20.529820027514873,17.247942544260237,23.81169751076951,0.0,2.0128990987820554,68.0998286269189,1011.4348814589177,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,-3.678419067083947,False,False,False,0,0,0
S000,2023-01-17,20.773856418289192,17.128059342531717,24.419653494046667,0.0,0.901258596868354,75.21281689967373,1011.4806778228453,24.89019467687909,-112.06826024838347,40.72880231897014,Station 0,1,12,winter,0.24403639077431905,False,False,False,0,0,0
