component_id,component_type,specific_type,voltage,age,capacity,location_x,location_y,degree,from,to,length_km,centrality,age_factor,vulnerability
node_0,node,bus,230.0,7.800932022121826,,-89.08049094817781,42.56785460347372,4.0,,,,0.10513668430335096,0.16091286513292583,0.1218695385522234
node_1,node,bus,4.16,35.40362888980228,,-88.93309929540747,45.788227498598445,3.0,,,,0.0216710758377425,0.7302844512175833,0.23425508845169474
node_2,node,bus,230.0,9.091248360355031,,-112.25965335930343,44.97862337921012,6.0,,,,0.1372511967750063,0.18752872312580915,0.15233445468024714
node_3,node,bus,13.2,14.561457009902096,,-99.08329888147306,37.59415435917371,6.0,,,,0.25959309649785844,0.30036484888326864,0.27182462221348147
node_4,node,bus,4.16,22.803499210851797,,-103.0182894023785,32.01147156484524,2.0,,,,0.0,0.4703766655918787,0.1411129996775636
node_5,node,load,4.16,2.3225206359998865,30.76969774317048,-89.45512586827745,37.34162652192668,1.0,,,,0.0,0.04790753833122564,0.01437226149936769
node_6,node,bus,4.16,40.419867405823055,,-67.06207801552644,47.77325289408,4.0,,,,0.05522171831695641,0.8337563581017932,0.2887821102524074
node_7,node,bus,4.16,6.101911742238942,,-98.59085037562392,41.42159263629176,6.0,,,,0.1722915091962711,0.12586651164854587,0.15836400993195351
node_8,node,bus,0.48,33.1261142176991,,-109.47320110399899,46.82368964989077,5.0,,,,0.10348954396573444,0.683305268444149,0.2774342613092588
node_9,node,bus,69.0,48.47923138822793,,-113.90873266846837,38.12104670423871,2.0,,,,0.014991181657848324,1.0,0.31049382716049384
node_10,node,load,138.0,46.093711751155844,5.3361326005440555,-89.1260012713349,46.475856410263575,2.0,,,,0.006046863189720332,0.9507929567206101,0.2894706912489873
node_11,node,bus,0.48,13.567451588694796,,-101.67936261863107,32.80792793831834,2.0,,,,0.08906525573192241,0.279861111659236,0.1463040125101165
node_12,node,load,13.2,7.046211248738132,40.307652056947944,-92.43823501050508,31.74242823249714,3.0,,,,0.04159108087679516,0.1453449455976553,0.0727172402930532
node_13,node,bus,230.0,0.27610585618011996,,-113.07705910794965,43.53387446311978,3.0,,,,0.07043650793650794,0.0056953431041228495,0.05101415848679241
node_14,node,load,69.0,3.7022325867045183,18.564820698669358,-78.72377919884326,42.496172032983694,2.0,,,,0.034082892416225745,0.07636739446334376,0.046768243030361145
node_16,node,bus,138.0,3.177917514301182,,-105.14611850884106,39.95915504386139,1.0,,,,0.0,0.06555214311984464,0.01966564293595339
node_17,node,bus,13.2,44.36063712881633,,-86.74655171868721,42.51054828011354,5.0,,,,0.1540123456790123,0.9150441510421367,0.3823218872879496
node_18,node,bus,4.16,28.063859878474812,,-79.35289708298615,42.11787489335188,3.0,,,,0.028854875283446713,0.5788841752406471,0.1938636652706068
node_19,node,load,13.2,1.2709563372047594,6.286679922671918,-99.34753889848702,37.54558790516786,3.0,,,,0.09060846560846561,0.0262165117063589,0.0712908794378336
node_20,node,bus,69.0,45.37832369630465,,-94.48575853011783,32.54454354583184,3.0,,,,0.08173028470647518,0.9360363684999291,0.3380221098445113
node_21,node,bus,13.2,3.8489954914396494,,-111.27211007050265,43.13322732503317,2.0,,,,0.0,0.07939473009826409,0.023818419029479225
node_22,node,bus,4.16,31.67018782552117,,-76.51277722613499,47.312743656221755,4.0,,,,0.09858906525573191,0.6532733073241659,0.2649943378762621
node_23,node,load,138.0,26.967112095782536,40.564567603039066,-71.44646009060133,29.47768141326486,4.0,,,,0.10516502897455278,0.5562611312837539,0.24049385966731313
node_24,node,load,13.2,21.355389431312815,41.08272353020216,-111.3238902474835,27.64124618866424,3.0,,,,0.04845364071554548,0.440505940787223,0.16606933073704871
node_25,node,load,0.48,11.105390523536512,6.873402999350457,-99.95533981107326,37.257935261861576,3.0,,,,0.082010582010582,0.229075218511678,0.1261299729609108
node_26,node,bus,138.0,35.15094794475889,,-93.87256269539803,32.75687036849813,1.0,,,,0.0,0.7250723028850349,0.21752169086551046
node_27,node,bus,230.0,24.86242529461927,,-109.89306225047815,48.09873507861067,4.0,,,,0.22990992693373638,0.5128469363616301,0.3147910297621045
node_28,node,bus,13.2,25.133951161443076,,-88.42613996120619,25.88528673650879,2.0,,,,0.059744268077601415,0.5184478062403085,0.19735532952641355
node_29,node,bus,13.2,7.244743604561155,,-110.62628655998165,46.79838126319969,1.0,,,,0.0,0.14944014987664128,0.04483204496299238
line_0,line,overhead,,12.10276357557502,352.4609963326453,,,,node_0,node_23,19.720183855156712,0.06500996950504338,0.24964842116935662,0.12040150500433736
line_1,line,overhead,,36.41081743059298,215.50240972366396,,,,node_0,node_2,5.133932107851794,0.05847407928688718,0.7510601217872136,0.26624989203698507
line_2,line,overhead,,26.788734203737924,90.63039652448373,,,,node_0,node_17,12.853829359837446,0.07040229885057471,0.5525816609840674,0.21505610749062248
line_3,line,underground,,9.325925519992712,68.34881369964376,,,,node_0,node_24,6.755211266948849,0.07085092657752756,0.19236950036005107,0.10730649871228462
line_4,line,overhead,,0.8293914463928076,280.44187623467644,,,,node_1,node_13,13.712505055924508,0.05055418719211823,0.017108180609361028,0.040520385217291066
line_5,line,overhead,,8.718321450249572,360.92198214610966,,,,node_1,node_23,13.080869412984272,0.042138752052545164,0.1798362144076116,0.08344799075906509
line_6,line,overhead,,6.876047207299663,203.47985797261632,,,,node_1,node_21,18.76623478036632,0.0166256157635468,0.14183490559566406,0.05418840271318197
line_7,line,overhead,,43.86696766904905,166.07373247182002,,,,node_2,node_18,18.531525556431973,0.055143091719446376,0.9048610386942137,0.31005847581187657
line_8,line,overhead,,27.760040579973115,288.3427602602029,,,,node_2,node_3,16.43583290392371,0.07090663851747597,0.5726171761608003,0.22141979981047327
line_9,line,overhead,,44.860787897666334,455.18812572349873,,,,node_2,node_12,2.3155039722150343,0.03215458597231996,0.9253609558785156,0.3001164969441787
line_10,line,overhead,,17.460478730633046,376.68005549160773,,,,node_2,node_22,7.111080925449663,0.05182383298146845,0.3601640997731025,0.14432591301895864
line_11,line,underground,,38.99377729288119,338.9142407694295,,,,node_2,node_9,17.798185273169786,0.05603448275862069,0.8043398415419172,0.2805260903936096
line_12,line,overhead,,44.927709426353964,322.89307684681546,,,,node_3,node_20,3.6517599248449684,0.09300668543279379,0.9267413723325578,0.34312709150272297
