state,county,county_lat,county_lon
nebraska,thomas,41.913693400421835,-100.55567359076994
arkansas,ashley,33.191372459132275,-91.76833989085101
georgia,thomas,30.86390266194074,-83.91929291785503
indiana,franklin,39.41469475320262,-85.06031312119369
kentucky,graves,36.723025493587116,-88.65109914831396
michigan,van buren,42.25163077846726,-86.01875151534153
mississippi,neshoba,32.753640144398474,-89.11715198166327
new york,columbia,42.249700065263156,-73.6324443500951
oregon,baker,44.708980406418405,-117.67654693362746
nebraska,harlan,40.17655202831524,-99.40436288374983
nebraska,dawson,40.87009295138409,-99.8192609221824
alaska,hoonah-angoon,58.28211479420069,-135.61933556666224
arkansas,van buren,35.58053127092222,-92.51560625316793
hawaii,kalawao,21.17295906642367,-156.94936584123002
iowa,webster,42.427818341645064,-94.18167560822891
minnesota,blue earth,44.03458998267525,-94.06692705593554
mississippi,prentiss,34.61830887178058,-88.52007136109508
ohio,sandusky,41.35738583267842,-83.14415894059726
ohio,seneca,41.123867236855624,-83.12758397663957
ohio,champaign,40.1378206734203,-83.76962111678154
texas,moore,35.83780747783412,-101.89303032568857
oklahoma,craig,36.761704775155025,-95.20864959242853
wisconsin,fond du lac,43.75371117997862,-88.48875168373758
texas,fayette,29.87665992504351,-96.920119517001
west virginia,webster,38.49464225422001,-80.42189965461642
texas,polk,30.7925865054046,-94.82979287920038
puerto rico,rincón,18.33498696276499,-67.23188897052873
kentucky,lincoln,37.45504739930127,-84.66075702950069
texas,lamb,34.06863574940042,-102.3516163360774
alabama,marion,34.136753480327975,-87.88714489410309
indiana,warren,40.34672520868344,-87.3535931872836
kansas,comanche,37.191133094854465,-99.2714746420236
kansas,stevens,37.192268733929296,-101.31200945926507
maine,hancock,44.64248190597425,-68.35977418883994
michigan,antrim,44.999103521730696,-85.14132803402104
nevada,carson city,39.15136966868432,-119.74744937901285
new york,orleans,43.252158821262476,-78.23149316457807
georgia,evans,32.15690778522405,-81.88679040431376
georgia,randolph,31.76209992764306,-84.75375642476338
indiana,orange,38.541257313921534,-86.49520624639428
iowa,buchanan,42.47099509480857,-91.8376021310651
kansas,saline,38.78375790454517,-97.64967019488786
indiana,parke,39.77348954591681,-87.2067465126839
michigan,otsego,45.02081288021816,-84.59970833343561
nebraska,logan,41.566525366537775,-100.48171095351157
north carolina,alamance,36.04358953831036,-79.3995171750694
ohio,hardin,40.6614149033718,-83.65940841167114
north carolina,rockingham,36.395982607842235,-79.77500284513125
north dakota,eddy,47.71788789334967,-98.90190037252839
texas,jack,33.233780404058244,-98.17283130984208
south dakota,turner,43.31080556346311,-97.14862024399599
texas,haskell,33.1782998057123,-99.73036233802146
texas,erath,32.236044696835975,-98.2176468415387
new york,greene,42.277083285439616,-74.12301897773271
nebraska,morrill,41.71555423522056,-103.01060671410151
puerto rico,dorado,18.4364390065913,-66.27788409434838
illinois,kankakee,41.137802310484936,-87.86187934038563
iowa,davis,40.74773956320081,-92.41005809901681
new jersey,union,40.659505841966514,-74.30722528351052
ohio,mahoning,41.01481681378033,-80.77639728883501
nebraska,box butte,42.220113471815644,-103.08551335593583
texas,oldham,35.40487733567707,-102.60275048724559
virginia,washington,36.7245453205205,-81.96001078991172
arkansas,pope,35.44743749690031,-93.03452962509687
georgia,pike,33.09214100426636,-84.38896010350975
illinois,mcdonough,40.45671198545844,-90.67779890691601
iowa,adams,41.02908297424781,-94.69927892013148
kansas,woodson,37.88677301187373,-95.74072352852454
idaho,jefferson,43.82035563231356,-112.31119734343456
mississippi,smith,32.01769640177341,-89.50644228762266
minnesota,rice,44.3542718879955,-93.29660003231733
oklahoma,okfuskee,35.465599180599675,-96.32280655132283
texas,ellis,32.34897450835522,-96.79539027570647
virginia,winchester,39.1728304319847,-78.17205013963955
virginia,salem,37.286608530627596,-80.05508246047536
virginia,roanoke,37.27875935676227,-79.9592744300875
texas,delta,33.38670673631414,-95.67178487680819
illinois,piatt,40.01006425670056,-88.59117162463973
nebraska,thayer,40.176207005752175,-97.59506166067902
ohio,pike,39.077332331458926,-83.06668997917956
texas,parmer,34.5300070537116,-102.7844409508119
new mexico,lincoln,33.7452075715441,-105.45941756167645
illinois,lee,41.74628089547602,-89.29964615309957
idaho,gooding,42.9706510097717,-114.81133758821792
texas,castro,34.53005149118733,-102.26170718355581
illinois,macon,39.859978309747255,-88.96168407740798
iowa,story,42.03612621167297,-93.46506712885271
illinois,marshall,41.033336842346195,-89.34464852932622
iowa,wapello,41.03067622374083,-92.40955886974425
illinois,saline,37.75320116049039,-88.5412092321679
tennessee,loudon,35.73484744085081,-84.3117104630956
illinois,shelby,39.39126341414278,-88.80575409895664
iowa,butler,42.73163666113492,-92.79021003296167
iowa,chickasaw,43.06009706554317,-92.3177338966643
tennessee,overton,36.34425897887222,-85.28773984156828
indiana,johnson,39.489918974618284,-86.10170334719287
nebraska,saline,40.52420150895746,-97.14079970564892
florida,escambia,30.6676122423906,-87.36228428624081
mississippi,marshall,34.76223180473519,-89.50299251138796
nebraska,custer,41.39415294497852,-99.7260821107213
nebraska,rock,42.42092940348593,-99.44983940392136
arizona,la paz,33.72896165520882,-113.98269628431446
indiana,benton,40.606369109855095,-87.3108266678532
virginia,emporia,36.69484265735598,-77.53587633453684
utah,washington,37.280548118349685,-113.50457575382755
washington,pierce,47.02669516922303,-122.11072922469255
iowa,palo alto,43.08199343509753,-94.67816273626354
illinois,christian,39.54580713586568,-89.27751416854956
south dakota,hand,44.54727816365318,-99.00481200428813
south dakota,hanson,43.674550312678306,-97.78726746509726
south dakota,mccook,43.674221477512184,-97.3688227528342
south dakota,jerauld,44.06642538702894,-98.62963363483524
massachusetts,berkshire,42.370023978856466,-73.20649366622743
missouri,hickory,37.941638367737276,-93.32054235699589
tennessee,lewis,35.527197401897084,-87.4938118527853
missouri,ralls,39.52759832430803,-91.52220603330277
minnesota,martin,43.67431317859742,-94.55101057791377
nebraska,antelope,42.17680563948382,-98.0665983617835
wyoming,campbell,44.24522637569912,-105.54857525453878
wyoming,platte,42.13140273702254,-104.96611345719938
missouri,washington,37.96148282221621,-90.87765170355685
missouri,knox,40.127694618031995,-92.14816508569514
missouri,maries,38.16167085162958,-91.92497109762434
iowa,pocahontas,42.73424683474054,-94.678625973619
louisiana,lafayette,30.20694855831141,-92.0637990062924
alabama,russell,32.28811166271435,-85.18471579781205
nebraska,hayes,40.52458656378956,-101.06161941140533
north dakota,dickey,46.1103132046638,-98.50486891059037
michigan,washtenaw,42.25279402599746,-83.83851584039436
arkansas,cleburne,35.53832735319032,-92.02679176008779
nebraska,platte,41.571130945254765,-97.52071101499021
wisconsin,lafayette,42.6603381448346,-90.13150009568304
wisconsin,langlade,45.26229044222697,-89.07193226630473
ohio,henry,41.33386379801803,-84.06824492705226
pennsylvania,schuylkill,40.70572583521221,-76.2162563604751
alaska,prince of wales-hyder,55.80675444968484,-133.0422181146809
alaska,wrangell,56.32637794271493,-132.03330956663586
missouri,oregon,36.68668667663884,-91.40330254216926
pennsylvania,sullivan,41.44609872113718,-76.5123128618313
nebraska,banner,41.54638663326989,-103.71092711539686
nebraska,chase,40.52405224470394,-101.69794099532086
texas,gray,35.40094752523728,-100.81292480650228
north dakota,wells,47.58732886570093,-99.66081529837096
wyoming,crook,44.58799126614921,-104.57012012473854
wyoming,lincoln,42.26077959190649,-110.654324714639
wisconsin,taylor,45.21193493332584,-90.5008834137258
virginia,henry,36.68266924532534,-79.87425383865667
montana,petroleum,47.11674742437742,-108.25054772667436
montana,sweet grass,45.81314314753411,-109.93977029073967
oregon,linn,44.48891732654385,-122.5341293843663
texas,caldwell,29.837016008415368,-97.61959016813738
montana,wheatland,46.46631223159162,-109.84446068829406
minnesota,steele,44.02226502064222,-93.22602056868536
missouri,dade,37.43192207796429,-93.85033624924786
kansas,cloud,39.480449483615374,-97.64924148807034
oregon,josephine,42.365305266758405,-123.55508431656621
indiana,clay,39.39255986559392,-87.1158145336297
kentucky,fleming,38.370326374673795,-83.69647198449874
virginia,nottoway,37.14249192065652,-78.05116125840675
kansas,ford,37.691785674693506,-99.8881212327607
indiana,madison,40.16140156718531,-85.71939057547756
puerto rico,guayama,18.003189623126833,-66.13773207486798
oregon,marion,44.90348751527278,-122.58318357015432
indiana,shelby,39.52342359578065,-85.79171430593473
kansas,crawford,37.50730186285968,-94.85184930421147
kansas,greenwood,37.8773214529235,-96.23306039804885
texas,childress,34.529308158414075,-100.20777545506976
texas,eastland,32.32758182930064,-98.83260403371992
texas,crosby,33.61443940329096,-101.30003409306983
iowa,dickinson,43.37788842959903,-95.15088747819439
iowa,floyd,43.0600869346488,-92.78940265639217
kansas,elk,37.45340683510304,-96.24386941693025
iowa,carroll,42.036128012676734,-94.86031773998427
kansas,marion,38.35888587343374,-97.09686489196194
kentucky,lee,37.59456302626886,-83.71576520279108
kansas,wabaunsee,38.952812574171624,-96.2046773323671
michigan,kalamazoo,42.24545257789481,-85.53093663470136
texas,medina,29.355732066507834,-99.11029507442663
michigan,kent,43.03180347628536,-85.54933752532362
kentucky,montgomery,38.03252982021964,-83.91282980495815
michigan,mason,43.995148977658445,-86.24998183230016
michigan,mecosta,43.64059002037194,-85.32460246981248
wisconsin,dodge,43.41608685343605,-88.7075004411399
south dakota,marshall,45.75870699311716,-97.59860003812452
minnesota,freeborn,43.673808450125556,-93.34885268099069
kentucky,todd,36.835682860748236,-87.17910846894893
illinois,de witt,40.17449470623424,-88.90411969438127
kentucky,wolfe,37.73908150645641,-83.49331426757666
maine,york,43.47783717399405,-70.71421778324658
minnesota,douglas,45.93380347874925,-95.4525846002728
texas,falls,31.253534688890323,-96.93637969819717
oklahoma,kingfisher,35.94526326933956,-97.94147698840587
south dakota,aurora,43.71791403142914,-98.561695203903
texas,floyd,34.07231484008818,-101.3031463350867
oklahoma,major,36.312044546711796,-98.5356048344219
south dakota,clark,44.85810863216047,-97.72943427987953
south carolina,barnwell,33.26616735047019,-81.43543300967309
texas,atascosa,28.89350355637609,-98.52688952557534
pennsylvania,cambria,40.494994483100534,-78.71423399463843
south dakota,custer,43.67797186745027,-103.45168988288219
texas,hockley,33.60784173714681,-102.34314673488349
oklahoma,nowata,36.798385655907964,-95.61736906691121
minnesota,isanti,45.56155015225208,-93.29505796857681
missouri,nodaway,40.36090106653363,-94.88326098083527
minnesota,stevens,45.58615418321497,-96.00022550580847
texas,stephens,32.735602729869505,-98.83630705930183
nebraska,arthur,41.569195455976626,-101.69590351720161
missouri,pettis,38.72804587690425,-93.285107111585
georgia,walton,33.78166459077615,-83.7335930001052
minnesota,pope,45.585833893229484,-95.44456434637414
georgia,heard,33.296929818320045,-85.12847044753225
georgia,dawson,34.44412224092585,-84.17070894086763
oregon,wasco,45.159266015949086,-121.167379715023
alaska,aleutians west,52.912213659365584,-173.66372367858878
alaska,bethel,60.93020064197625,-159.89561192641003
alaska,haines,59.11596625186696,-135.4967009050587
arkansas,cross,35.29611397884137,-90.77131293470804
alaska,ketchikan gateway,55.58316884600228,-130.93500651879646
wisconsin,sawyer,45.87964053885729,-91.1445150876505
wisconsin,washburn,45.898972086001145,-91.79113762402139
minnesota,pennington,48.06667780984245,-96.0364192739698
south dakota,davison,43.67463040448306,-98.14532919705924
oregon,grant,44.49052657248266,-119.00738140684241
ohio,portage,41.167840311498075,-81.19737258724088
ohio,greene,39.69143696933458,-83.88983386376128
missouri,daviess,39.96170528331183,-93.98512724203809
texas,hale,34.07048619646007,-101.82679932005013
nebraska,garden,41.61873649350775,-102.33519386899238
missouri,stone,36.74681362991852,-93.45596739612112
arkansas,independence,35.74166505350141,-91.57005888140915
missouri,randolph,39.440096247950464,-92.49701180378176
virginia,bristol,36.61822493976742,-82.15953711099601
north carolina,guilford,36.07942077178343,-79.78893588700589
virginia,fairfax,38.85237591368189,-77.300873505375
virginia,galax,36.667047262066916,-80.91718132075432
kansas,brown,39.826490485174965,-95.56422495008533
virginia,manassas park,38.77020522760405,-77.44374568873475
kansas,sedgwick,37.68478762191404,-97.4610189817426
kansas,cheyenne,39.78585307269378,-101.73186378122222
illinois,johnson,37.45949452327622,-88.88080677324432
iowa,buena vista,42.735506201253784,-95.15100174007274
kansas,greeley,38.480797324440964,-101.80603149129837
illinois,morgan,39.715914288071474,-90.20113007859864
iowa,calhoun,42.38520436139702,-94.64042641159787
iowa,cass,41.33144792591969,-94.92790320111031
florida,st. lucie,27.377475278731065,-80.47089537574853
arkansas,sharp,36.1610974967803,-91.48037647088104
iowa,crawford,42.03731594024385,-95.38203224801548
indiana,steuben,41.64390477233069,-85.0010782591009
kansas,dickinson,38.86630105417606,-97.15274852738618
iowa,delaware,42.4713004924705,-91.3672067991128
georgia,bleckley,32.43446368221929,-83.32771466934116
georgia,troup,33.03330714374306,-85.02852903784442
iowa,franklin,42.73261141650257,-93.262577769574
colorado,washington,39.970840630510835,-103.2018559255432
ohio,montgomery,39.75456435339271,-84.29056887309684
kansas,logan,38.91742393570698,-101.14846058057488
texas,mclennan,31.552548079620944,-97.2020720538586
idaho,custer,44.240961692987,-114.27981059898917
illinois,menard,40.027313474565105,-89.80213867649226
iowa,ida,42.3869149901438,-95.51350225197372
colorado,rio blanco,39.98092730119759,-108.21787644874651
iowa,linn,42.07888212927074,-91.59912508266311
idaho,valley,44.76584178363717,-115.56749438847588
texas,randall,34.96592298439042,-101.8971495076837
ohio,richland,40.77437935203201,-82.53695985711755
ohio,ross,39.337666645681345,-83.05695328110554
georgia,dodge,32.172199596185656,-83.16840860407437
texas,runnels,31.831431134555455,-99.97616992009948
iowa,polk,41.6855734023926,-93.57363047488448
texas,terry,33.17410237376099,-102.33544416204468
california,trinity,40.649210814479666,-123.11405562739581
georgia,hall,34.31676878531498,-83.82022777855596
ohio,warren,39.42768019458528,-84.16681413337511
ohio,stark,40.813840226765365,-81.36582447053546
ohio,crawford,40.850586889044905,-82.91998173105756
ohio,fayette,39.56023358800491,-83.45607786838684
georgia,monroe,33.01385865742799,-83.91882965995103
texas,wheeler,35.401264008365494,-100.26995296914609
ohio,butler,39.438948137218276,-84.57551702378463
texas,young,33.17667000751181,-98.68790102590047
georgia,jenkins,32.79242694504618,-81.96354962017742
ohio,delaware,40.27839568951407,-83.00439809666075
oklahoma,dewey,35.98810110425481,-99.00655485144675
georgia,tattnall,32.0457696117344,-82.05782246078488
iowa,cherokee,42.735394250514396,-95.62390514737855
kansas,harper,37.191806083521335,-98.07545258335222
oklahoma,mayes,36.301772638476834,-95.23079295282584
indiana,huntington,40.8292957506179,-85.48830229716923
indiana,blackford,40.47359034895329,-85.32483120279339
kansas,douglas,38.884589418251075,-95.29264164593614
iowa,henry,40.987601690023425,-91.54436182936978
iowa,tama,42.079834141237875,-92.53258691119956
indiana,hamilton,40.07238260724809,-86.05192397334169
indiana,miami,40.7693024376359,-86.04527231895808
missouri,polk,37.61653716874373,-93.40030590639371
south carolina,greenville,34.89349985137667,-82.36999512327735
oklahoma,cherokee,35.90650744203834,-94.99955411433385
kansas,clay,39.34960034440325,-97.1651677704258
kansas,gove,38.91594322005851,-100.48292792786583
kansas,lane,38.48111617467791,-100.46606797677532
kansas,mitchell,39.393255367212966,-98.20904886432612
kansas,chautauqua,37.1499032707941,-96.24531658714946
arkansas,franklin,35.512151981384406,-93.8908647333775
texas,franklin,33.17543331845402,-95.21915342615499
texas,titus,33.21670640165986,-94.96655466135411
oklahoma,oklahoma,35.551475863215664,-97.40728097503288
new york,franklin,44.591832681095475,-74.30362870239762
virginia,orange,38.24638566684849,-78.01290107722797
new york,fulton,43.113609211301956,-74.42153016306715
texas,liberty,30.151434586045767,-94.8119546706281
oklahoma,pontotoc,34.72797149631056,-96.6841706010001
oklahoma,latimer,34.87641966266652,-95.25115915998904
west virginia,ohio,40.09707272037847,-80.61896205717291
alabama,monroe,31.57107343064939,-87.36563316036599
arkansas,drew,33.589549419983776,-91.71947301179709
mississippi,sunflower,33.601796799537425,-90.58886683093458
missouri,caldwell,39.65655797308188,-93.983201396536
missouri,dekalb,39.892874956940695,-94.40453529418676
kansas,ottawa,39.13242185938769,-97.65021466291391
kansas,sheridan,39.350258303316664,-100.44183045747624
kansas,trego,38.91475444273887,-99.87285629302743
minnesota,roseau,48.77504371401726,-95.81104994594244
georgia,marion,32.35305845287584,-84.52456114872825
missouri,benton,38.29525341619102,-93.28774926332709
missouri,bates,38.257321568427095,-94.34013482346565
missouri,bollinger,37.321873559277265,-90.02598449134187
texas,kerr,30.061411954800946,-99.34902513197659
missouri,howell,36.77377324342798,-91.88657790489285
missouri,iron,37.5552422163638,-90.77362226703954
arkansas,stone,35.86000228763329,-92.15672646151518
virginia,portsmouth,36.84663159380846,-76.35383812798217
texas,lynn,33.17665036915947,-101.81628085412675
missouri,dent,37.60670607793856,-91.50781543125208
colorado,crowley,38.3268555586278,-103.7841252411805
missouri,ozark,36.649424277366776,-92.44467514098953
texas,scurry,32.74619514386674,-100.91626106031677
texas,upton,31.368686736853597,-102.04287428426302
texas,winkler,31.85008591890504,-103.04850035594015
colorado,teller,38.88206994814968,-105.16183117931413
texas,kent,33.181101553021115,-100.77809224969312
texas,callahan,32.29768772377271,-99.37322871830601
texas,shackelford,32.73593419039168,-99.35400213557949
texas,ector,31.869095287029747,-102.54294358582513
texas,hays,30.057794145479633,-98.03102225361393
texas,bastrop,30.103697107224182,-97.31197799342091
washington,pend oreille,48.530945197950864,-117.27385748149905
georgia,catoosa,34.9037926045879,-85.13789205635273
mississippi,jones,31.6225643449179,-89.16891642259475
texas,sutton,30.499069189697238,-100.53825542005437
vermont,washington,44.27359684079769,-72.61448224405802
nevada,pershing,40.441287381043175,-118.40378353283185
new mexico,bernalillo,35.05159082891661,-106.6703858844107
puerto rico,toa alta,18.362247206920205,-66.24629798421236
iowa,marshall,42.03581651100139,-92.99894590999595
puerto rico,santa isabel,17.995476744501108,-66.3886171665578
missouri,montgomery,38.94120006078834,-91.47027700068422
illinois,montgomery,39.23091435758531,-89.4788525784171
alaska,sitka,57.22822885503172,-135.30985060380132
south dakota,meade,44.56664585852812,-102.718079933491
minnesota,clearwater,47.5773403518336,-95.37825980541754
north dakota,ward,48.221084209905364,-101.54055780715525
minnesota,beltrami,47.97270237125497,-94.9353870431429
kansas,pawnee,38.181217090831424,-99.2367329185203
oregon,gilliam,45.37713606232954,-120.2113250763812
michigan,clare,43.987968020983914,-84.84821195529909
north carolina,person,36.389988640734416,-78.97177267993477
illinois,warren,40.848681287040996,-90.61483083226683
iowa,wright,42.73309884941628,-93.7351545314416
alabama,barbour,31.869669945932557,-85.39281076633156
michigan,montmorency,45.027530919759535,-84.1273805746773
michigan,alcona,44.68488509054406,-83.59385284866185
indiana,carroll,40.582835487272156,-86.56350990434447
kansas,ellis,38.914611827505055,-99.3172050507336
kansas,rush,38.52292494126249,-99.3086323987509
puerto rico,san germán,18.111672946519054,-67.03816014202478
american samoa,swains island,-11.054930695845036,-171.07810943815284
puerto rico,sabana grande,18.08282856074217,-66.94362032669412
west virginia,monongalia,39.630224200708334,-80.04551734888304
california,san benito,36.60534151375452,-121.07428201103868
georgia,jefferson,33.05443575998679,-82.4183812186916
iowa,jasper,41.68603765594792,-93.05372998523997
missouri,cooper,38.84362686642128,-92.8102963865352
ohio,jackson,39.019604154350276,-82.61831414207904
tennessee,madison,35.60806397848118,-88.83846645545393
texas,glasscock,31.86952370918912,-101.52077179431663
puerto rico,toa baja,18.432810171104308,-66.2119305071563
texas,johnson,32.37884823431007,-97.36654568796308
puerto rico,quebradillas,18.440441350413124,-66.92632357367039
texas,mcmullen,28.352753173365315,-98.56786343128859
alabama,randolph,33.29353231369059,-85.45915729360873
iowa,mitchell,43.35642176020856,-92.78887894343508
michigan,tuscola,43.46424788915778,-83.4170097504841
louisiana,lincoln,32.60166539993086,-92.66517223542205
ohio,williams,41.56033734278874,-84.58814609428889
arkansas,prairie,34.82943054345177,-91.55256079895531
iowa,humboldt,42.77656180912124,-94.20722804710002
michigan,crawford,44.6832343502812,-84.6102306675944
nebraska,keith,41.198846194017705,-101.66146694273185
ohio,knox,40.39905785637408,-82.42283393169323
new york,seneca,42.7801674514556,-76.82349398409544
washington,kittitas,47.12417725807563,-120.67773678954856
wisconsin,calumet,44.08156889054336,-88.21796763797194
west virginia,mcdowell,37.37848790668286,-81.65435670200954
ohio,defiance,41.32411208143707,-84.4906497616293
west virginia,wirt,39.02256281166787,-81.3789397668329
mississippi,oktibbeha,33.42499186568407,-88.87932237904147
missouri,clinton,39.60126228952713,-94.40478308139488
puerto rico,aguas buenas,18.251144959148277,-66.12597499944306
puerto rico,camuy,18.419309391858366,-66.86035880091512
puerto rico,cidra,18.17424202832285,-66.16028485560162
nebraska,frontier,40.53014607867105,-100.3937921334917
washington,chelan,47.86745154836567,-120.61821179649883
florida,calhoun,30.406063164861568,-85.19697414490217
georgia,baker,31.32599622666399,-84.44463760225243
georgia,dougherty,31.5333975794451,-84.21714170650594
oklahoma,payne,36.077302390703665,-96.97528954746973
mississippi,calhoun,33.936350138400215,-89.33647238626533
south dakota,walworth,45.430164374250545,-100.03125253471795
mississippi,george,30.862696040460822,-88.64414517394093
georgia,grady,30.874572882365623,-84.23443202448321
puerto rico,moca,18.378001233682447,-67.08085853271086
alabama,bibb,32.99839300489664,-87.12663067738472
iowa,muscatine,41.4839509366134,-91.11286745484966
new mexico,mckinley,35.58095497650344,-108.26268283987024
florida,lake,28.761203246534404,-81.71155596619961
alaska,north slope,69.40952934779858,-153.47626330788134
